,word,time
1739,Jennings,1
1740,gave,81
1741,places,40
1742,Big,11
1743,Bopper,1
1744,Ritchie,1
1745,Valens,1
1746,job,97
1747,offer,64
1748,illustrated,19
1749,entry,9
1750,man,268
1751,dramatic,9
1752,entity,1
1753,boring,16
1754,perhaps,117
1755,approach,60
1756,impact,8
1757,Don,1
1758,McLean,5
1759,brilliantly,3
1760,Pie,2
1761,personal,78
1762,day,258
1763,THEATRE,1
1764,More,23
1765,jobs,51
1766,Peter,111
1767,Kemp,1
1768,Roger,12
1769,Roll,1
1770,On,99
1771,Friday,29
1772,Watford,1
1773,PETER,4
1774,KEMP,1
1775,soon,69
1776,echoing,1
1777,wish,34
1778,rapidly,18
1779,attempt,42
1780,satirise,1
1781,institution,3
1782,supposedly,12
1783,dominated,8
1784,tedium,1
1785,pointlessness,1
1786,perversely,5
1787,contrives,1
1788,consist,1
1789,itself,107
1790,setting,14
1791,Room,20
1792,133,2
1793,stores,21
1794,branch,13
1795,department,19
1796,Wellington,1
1797,New,95
1798,Zealand,11
1799,Into,1
1800,cluttered,2
1801,office,59
1802,wet,13
1803,windswept,1
1804,Monday,29
1805,morning,83
1806,1974,16
1807,burst,9
1808,five,163
1809,personnel,5
1810,accordance,8
1811,procedures,9
1812,governing,13
1813,comedy,7
1814,intervals,1
1815,entering,11
1816,gasp,1
1817,clad,1
1818,ridiculous,12
1819,profusion,2
1820,scarves,8
1821,hats,7
1822,rainwear,1
1823,droll,1
1824,point,155
1825,awfulness,1
1826,climate,11
1827,adequately,4
1828,appreciated,3
1829,quickly,36
1830,discover,12
1831,jokes,3
1832,transmitted,2
1833,triplicate,1
1834,bit,150
1835,flimsy,5
1836,facetiousness,1
1837,gets,37
1838,disgorged,1
1839,frequency,1
1840,whole,139
1841,product,14
1842,mechanically,1
1843,chortling,1
1844,Xerox,1
1845,machine,18
1846,Every,20
1847,20,53
1848,minutes,63
1849,guffawingly,1
1850,alludes,1
1851,calculators,1
1852,amounts,19
1853,considerable,30
1854,comic,2
1855,twist,5
1856,fitted,7
1857,wrong,79
1858,plug,4
1859,human,58
1860,variant,14
1861,running,55
1862,lumbering,4
1863,gags,1
1864,Wally,1
1865,farcically,1
1866,uncooperative,1
1867,caretaker,1
1868,puts,19
1869,regulation,6
1870,grumpy,2
1871,appearance,32
1872,four,142
1873,scenes,13
1874,enunciate,1
1875,catchphrase,1
1876,Nothing,11
1877,Much,9
1878,humour,9
1879,straight,38
1880,stock,24
1881,jests,2
1882,administrative,6
1883,gaffes,1
1884,mistyped,1
1885,overt,6
1886,rousers,1
1887,craziness,1
1888,bureaucracy,1
1889,staff,56
1890,forms,106
1891,run,85
1892,Traditional,1
1893,sniggerings,1
1894,amply,1
1895,catered,1
1896,tubby,1
1897,female,67
1898,employee,17
1899,constant,11
1900,butt,1
1901,fat,23
1902,Beryl,17
1903,pull,16
1904,chairs,8
1905,sit,60
1906,squeals,1
1907,workmate,1
1908,squeezes,1
1909,breasts,10
1910,further,93
1911,dismal,1
1912,feature,12
1913,penchant,1
1914,unsurprising,1
1915,surprise,10
1916,Predictably,1
1917,colleague,3
1918,absent,14
1919,rivals,10
1920,Lumps,1
1921,pathos,1
1922,introduce,9
1923,note,24
1924,family,92
1925,problems,122
1926,Plump,1
1927,talks,39
1928,cactus,1
1929,lovelorn,1
1930,revealed,18
1931,awkward,5
1932,changes,54
1933,tone,9
1934,caused,70
1935,disclosures,1
1936,managed,28
1937,cast,17
1938,whom,42
1939,polish,1
1940,lustreless,1
1941,lumbered,1
1942,Simon,8
1943,Slater,1
1944,sarky,3
1945,cad,1
1946,Annette,1
1947,Badland,1
1948,level,65
1949,sitcom,2
1950,Made,3
1951,people,531
1952,say,266
1953,learn,19
1954,developed,33
1955,Australia,27
1956,faintly,2
1957,stirs,1
1958,brain,12
1959,cells,15
1960,causing,19
1961,earth,28
1962,doing,152
1963,Dunsinane,1
1964,via,11
1965,Bali,1
1966,Macbeth,1
1967,Marlowe,1
1968,Canterbury,2
1969,ALEX,9
1970,RENTON,1
1971,ACTORS,1
1972,researched,2
1973,Shakespeare,3
1974,prisons,2
1975,zoos,1
1976,hospitals,11
1977,Garrick,1
1978,constructed,13
1979,Lear,3
1980,lunatic,1
1981,asylum,2
1982,studying,9
1983,old,254
1984,drop,17
1985,daughter,30
1986,window,44
1987,Rather,8
1988,fun,13
1989,doubtless,6
1990,fruitful,2
1991,Odyssey,2
1992,Theatre,19
1993,Company,13
1994,research,47
1995,six,116
1996,weeks,71
1997,spent,44
1998,support,79
1999,Scottish,86
2000,Arts,12
2001,Council,37
2002,Indonesian,2
2003,island,10
2004,official,56
2005,company,158
2006,performers,5
2007,shift,12
2008,centres,10
2009,gravity,3
2010,head,148
2011,bodies,27
2012,translated,3
2013,uncomfortable,6
2014,standing,38
2015,squat,2
2016,karate,5
2017,knees,9
2018,splayed,1
2019,bottom,45
2020,daily,15
2021,interact,3
2022,evil,12
2023,nature,88
2024,objectionable,2
2025,odyssey,1
2026,communion,1
2027,intervention,9
2028,otherwise,43
2029,risks,10
2030,lies,30
2031,psychological,12
2032,testing,4
2033,sympathy,5
2034,Macbeths,1
2035,Instead,22
2036,designer,7
2037,travelogue,1
2038,production,24
2039,listed,2
2040,Nigel,22
2041,Jamieson,3
2042,heads,23
2043,veers,1
2044,Far,13
2045,East,24
2046,round,150
2047,Caribbean,1
2048,sports,7
2049,instructor,3
2050,kabuki,1
2051,Japanese,10
2052,costumes,1
2053,fair,38
2054,staging,4
2055,Kurosawa,1
2056,For,174
2057,Slaughter,1
2058,Macduffs,1
2059,sequence,5
2060,European,73
2061,naturalism,3
2062,gripping,1
2063,Clare,15
2064,Benedict,3
2065,witches,2
2066,dressed,12
2067,look,285
2068,maggots,1
2069,fight,36
2070,presumably,13
2071,Balinese,2
2072,becoming,35
2073,savage,1
2074,death,74
2075,dances,6
2076,using,38
2077,Gamelan,1
2078,occasionally,10
2079,obscure,6
2080,text,6
2081,Focus,1
2082,concentrated,8
2083,Emma,2
2084,Bernard,10
2085,plays,15
2086,Fleance,1
2087,son,65
2088,silent,8
2089,white,108
2090,until,112
2091,stab,3
2092,brings,20
2093,red,60
2094,cascading,1
2095,belly,6
2096,crime,473
2097,tampering,2
2098,future,75
2099,design,8
2100,idea,89
2101,takes,60
2102,awful,32
2103,missed,19
2104,wantonly,1
2105,expediency,3
2106,Ian,23
2107,Halcrow,1
2108,looks,121
2109,draws,11
2110,close,84
2111,swallow,2
2112,truncate,1
2113,cared,1
2114,according,40
2115,Kechak,1
2116,vocal,3
2117,involving,22
2118,complex,36
2119,syncopations,1
2120,talents,3
2121,obvious,32
2122,especially,53
2123,Why,113
2124,Charlotte,1
2125,Du,8
2126,Cann,1
2127,hates,1
2128,kids,17
2129,accessories,1
2130,Hip,1
2131,families,26
2132,Fear,5
2133,loathing,1
2134,YOU,5
2135,days,126
2136,without,202
2137,blissful,2
2138,holding,34
2139,baby,42
2140,accessory,1
2141,moment,63
2142,everywhere,11
2143,stylish,2
2144,catwalk,1
2145,magazine,15
2146,covers,16
2147,advertising,13
2148,campaigns,2
2149,Next,13
2150,tough,23
2151,cop,5
2152,thrillers,4
2153,Saracen,23
2154,Where,97
2155,Chanel,1
2156,handbag,2
2157,bull,7
2158,terrier,1
2159,done,204
2160,fashionable,2
2161,holds,18
2162,smiling,11
2163,child,89
2164,getting,89
2165,Nineties,2
2166,says,281
2167,care,64
2168,read,60
2169,misread,1
2170,green,46
2171,heard,68
2172,stupid,24
2173,pits,3
2174,luxury,10
2175,item,4
2176,consumers,9
2177,afford,30
2178,although,118
2179,Government,99
2180,privileged,4
2181,chic,6
2182,sold,59
2183,Suddenly,3
2184,glamorous,6
2185,normal,43
2186,boardroom,6
2187,Paris,26
2188,stay,55
2189,programmes,19
2190,Roseanne,3
2191,Kate,1
2192,Allie,1
2193,cult,2
2194,cosy,2
2195,spurious,2
2196,themselves,109
2197,presumed,3
2198,ordinary,41
2199,trendily,1
2200,mildly,1
2201,disadvantaged,3
2202,Cosby,1
2203,black,100
2204,husbands,4
2205,rich,22
2206,thin,35
2207,lives,57
2208,revolve,1
2209,around,160
2210,unlike,16
2211,earlier,72
2212,Dynasty,1
2213,hotel,42
2214,lobby,1
2215,EastEnders,3
2216,community,56
2217,square,13
2218,Anything,6
2219,kitchen,23
2220,nasty,2
2221,occurs,25
2222,aired,1
2223,talked,14
2224,solved,5
2225,reality,19
2226,seekers,1
2227,slightly,32
2228,tougher,1
2229,memory,23
2230,happy,39
2231,fairly,13
2232,balanced,6
2233,resemble,9
2234,Mike,30
2235,Leigh,2
2236,bleaker,1
2237,casts,2
2238,clever,12
2239,liar,1
2240,voiced,4
2241,parents,69
2242,compensate,1
2243,emptiness,1
2244,becomes,24
2245,creation,14
2246,reasons,50
2247,fit,42
2248,prettiest,1
2249,box,24
2250,assigned,1
2251,determined,25
2252,providers,2
2253,wo,92
2254,None,11
2255,less,186
2256,beatific,1
2257,model,23
2258,angelic,2
2259,offspring,2
2260,precedents,1
2261,perfection,1
2262,allow,58
2263,Rebellion,1
2264,adult,16
2265,invention,3
2266,necessary,62
2267,extension,14
2268,wardrobe,2
2269,Do,171
2270,unless,50
2271,unloved,1
2272,babies,5
2273,rejected,17
2274,teriers,1
2275,battered,5
2276,handbags,1
2277,Guardian,3
2278,Women,20
2279,edited,2
2280,Louise,7
2281,Chunn,1
2282,PAGE,1
2283,wom,1
2284,Everyone,8
2285,capitalist,12
2286,socialist,3
2287,councillor,5
2288,buying,27
2289,Sheffield,7
2290,YMCA,10
2291,reports,41
2292,Geoffrey,3
2293,Beattie,2
2294,hoping,19
2295,make,294
2296,quick,27
2297,buck,3
2298,Christmas,39
2299,HE,1
2300,WAS,3
2301,accent,6
2302,tie,7
2303,conservative,7
2304,blue,42
2305,colour,37
2306,stripe,1
2307,eyes,96
2308,burning,9
2309,fervour,1
2310,intensity,6
2311,prey,13
2312,sights,5
2313,Had,13
2314,described,41
2315,animal,142
2316,attendance,12
2317,dependent,7
2318,need,208
2319,bright,24
2320,Tiger,1
2321,tiger,1
2322,stayed,12
2323,Jimmy,6
2324,Boyce,7
2325,tiler,1
2326,worker,12
2327,foundry,1
2328,realised,5
2329,law,266
2330,jungle,3
2331,tonight,29
2332,flitted,1
2333,business,225
2334,commerce,2
2335,big,151
2336,banks,24
2337,Midland,9
2338,Bank,31
2339,Nationalise,1
2340,Outrageous,1
2341,nationalise,1
2342,wanted,87
2343,long,316
2344,gap,15
2345,neighbour,25
2346,cleared,9
2347,throat,13
2348,sales,50
2349,manager,46
2350,patriotic,1
2351,hung,17
2352,curious,30
2353,angle,4
2354,reminded,5
2355,shop,44
2356,stewards,1
2357,sleeves,2
2358,rolled,6
2359,endless,7
2360,conferences,2
2361,held,141
2362,ransom,4
2363,shots,6
2364,trade,108
2365,union,89
2366,sandwiches,4
2367,Never,11
2368,returned,24
2369,reflex,1
2370,action,190
2371,remove,15
2372,windpipe,1
2373,deliberate,12
2374,social,162
2375,signal,5
2376,seemed,49
2377,saying,74
2378,else,82
2379,acted,23
2380,challenge,18
2381,rebuff,1
2382,paused,1
2383,momentarily,2
2384,overstretch,1
2385,pleased,23
2386,stopped,22
2387,tickling,2
2388,faint,3
2389,hearted,1
2390,hell,21
2391,redundant,6
2392,city,39
2393,believed,34
2394,sorts,13
2395,coincidences,1
2396,clearing,5
2397,board,41
2398,room,100
2399,shifting,15
2400,position,51
2401,seat,18
2402,actually,100
2403,difficult,83
2404,Except,6
2405,audacious,1
2406,everyone,42
2407,settled,8
2408,entrepreneur,3
2409,scale,11
2410,Colin,2
2411,Appleby,16
2412,convince,1
2413,busy,22
2414,ticklish,1
2415,coughs,1
2416,Fate,1
2417,leading,35
2418,estate,22
2419,agents,20
2420,Blundells,1
2421,smile,12
2422,familiarity,2
2423,superiority,1
2424,certain,116
2425,Ah,152
2426,Yes,477
2427,interested,22
2428,purchase,11
2429,rag,1
2430,domain,3
2431,flag,6
2432,buy,71
2433,statement,34
2434,startled,1
2435,rubbing,2
2436,businesses,25
2437,substitute,4
2438,detailed,12
2439,expert,21
2440,intimate,5
2441,wheeling,3
2442,dealing,16
2443,Shares,17
2444,Development,2
2445,Corporation,11
2446,sale,57
2447,Richard,32
2448,Holmes,2
2449,marketing,9
2450,officer,41
2451,hands,74
2452,needed,60
2453,raise,18
2454,capital,25
2455,fast,29
2456,required,35
2457,help,124
2458,inclination,2
2459,managers,17
2460,minimum,14
2461,bid,43
2462,established,48
2463,assumed,18
2464,doubled,7
2465,bargain,5
2466,twice,35
2467,price,76
2468,Nobody,17
2469,doubted,3
2470,failed,42
2471,recognise,14
2472,temporary,9
2473,financial,65
2474,embarrassment,8
2475,inclined,7
2476,heat,25
2477,anonymous,5
2478,search,20
2479,sonny,2
2480,understand,52
2481,pauses,3
2482,suggested,62
2483,asking,19
2484,Typical,1
2485,Socialist,1
2486,muttered,26
2487,jibe,1
2488,Scot,2
2489,forget,33
2490,typical,37
2491,bloody,57
2492,banker,5
2493,ask,81
2494,readers,11
2495,transmogrification,1
2496,Republic,7
2497,South,47
2498,Yorkshire,24
2499,pragmatic,1
2500,forgiven,4
2501,believing,7
2502,drama,17
2503,unfolding,3
2504,step,15
2505,route,17
2506,committed,57
2507,socialists,1
2508,market,146
2509,game,54
2510,points,51
2511,somewhat,29
2512,add,10
2513,marketed,2
2514,called,143
2515,Monopoly,8
2516,eighties,1
2517,Local,3
2518,companies,61
2519,bought,71
2520,involvement,18
2521,generates,3
2522,discovered,27
2523,intense,6
2524,background,25
2525,pay,115
2526,privilege,5
2527,benefits,29
2528,sponsor,2
2529,paying,33
2530,corners,10
2531,logo,1
2532,sponsorship,4
2533,30,32
2534,amounted,4
2535,paid,54
2536,costs,63
2537,subsequent,11
2538,profits,124
2539,retails,1
2540,Several,5
2541,towns,5
2542,cities,22
2543,developing,13
2544,version,15
2545,Keith,12
2546,Wells,7
2547,general,110
2548,secretary,27
2549,fourth,22
2550,player,36
2551,explained,16
2552,originated,8
2553,Norway,11
2554,95,4
2555,finance,29
2556,United,52
2557,Kingdom,11
2558,Maiden,8
2559,City,59
2560,alienate,1
2561,half,131
2562,approve,4
2563,Derry,1
2564,Londonderry,5
2565,deliberately,17
2566,ambiguous,1
2567,taken,172
2568,shares,137
2569,grabs,5
2570,keen,22
2571,greedy,2
2572,speculators,1
2573,interpretation,11
2574,wealth,16
2575,basically,6
2576,initiate,3
2577,plough,1
2578,So,306
2579,share,67
2580,cards,22
2581,printed,9
2582,succinct,2
2583,firm,32
2584,push,17
2585,players,47
2586,promote,5
2587,interminable,1
2588,rounds,8
2589,Stocksbridge,2
2590,Engineering,1
2591,Works,1
2592,Manufacturers,7
2593,integrity,1
2594,alloy,2
2595,stainless,1
2596,steels,2
2597,aerospace,1
2598,energy,14
2599,bearing,11
2600,automotive,1
2601,industries,10
2602,Strength,2
2603,Progress,1
2604,punchy,1
2605,Gibbs,7
2606,Building,8
2607,Contractors,2
2608,throwing,7
2609,Bring,2
2610,GIBBS,1
2611,Ask,3
2612,selling,34
2613,passive,11
2614,rooms,13
2615,proportion,27
2616,homes,21
2617,region,22
2618,plan,40
2619,sell,65
2620,games,25
2621,advance,11
2622,orders,12
2623,hoped,7
2624,hearing,12
2625,reading,24
2626,firms,17
2627,extremely,25
2628,largest,25
2629,private,43
2630,sector,19
2631,employer,30
2632,provided,45
2633,opportunity,24
2634,bank,52
2635,demonstrate,11
2636,invest,7
2637,noted,13
2638,methods,14
2639,assembled,4
2640,naive,4
2641,spot,21
2642,kinds,48
2643,responsibilities,5
2644,decisions,22
2645,outside,87
2646,world,187
2647,ended,10
2648,main,59
2649,ingredient,6
2650,timing,4
2651,building,51
2652,resources,15
2653,jumping,3
2654,flair,4
2655,win,61
2656,Indeed,20
2657,conservativism,1
2658,steady,14
2659,won,51
2660,wins,13
2661,despite,47
2662,luck,7
2663,negotiation,1
2664,skills,17
2665,enjoyed,18
2666,slight,11
2667,worry,29
2668,expensive,39
2669,unemployed,30
2670,winner,23
2671,pause,9
2672,winners,8
2673,create,29
2674,savour,2
2675,victory,41
2676,fine,98
2677,balance,29
2678,steward,4
2679,acquired,11
2680,jolly,6
2681,watches,10
2682,GEOFFREY,1
2683,BEATTIE,1
2684,askew,1
2685,Law,20
2686,Report,7
2687,Parliament,19
2688,urged,12
2689,housing,28
2690,issue,67
2691,Bench,1
2692,Divisional,1
2693,Court,53
2694,Sandwell,1
2695,Metropolitan,5
2696,Borough,2
2697,v,15
2698,Bujok,8
2699,Before,16
2700,Lord,80
2701,Justice,12
2702,Watkins,1
2703,Mr,270
2704,Hutchison,1
2705,November,33
2706,2,88
2707,1989,16
2708,IF,1
2709,dwelling,3
2710,disrepair,1
2711,prejudicial,2
2712,health,41
2713,nuisance,44
2714,tenant,8
2715,lay,37
2716,information,54
2717,landlord,9
2718,alleging,1
2719,existence,26
2720,statutory,38
2721,Public,1
2722,Health,33
2723,1936,2
2724,obliged,11
2725,aware,44
2726,defects,4
2727,premises,32
2728,remedy,31
2729,commencing,1
2730,legal,59
2731,proceedings,19
2732,Although,75
2733,court,94
2734,emphasised,5
2735,commonsense,5
2736,complain,5
2737,exercising,8
2738,prosecute,2
2739,facts,55
2740,Mrs,35
2741,council,33
2742,tenants,6
2743,September,45
2744,continuance,1
2745,alleged,19
2746,owners,23
2747,persons,37
2748,act,132
2749,default,9
2750,sufferance,1
2751,arose,5
2752,Prior,1
2753,laying,7
2754,served,16
2755,abatement,5
2756,notice,39
2757,upon,88
2758,informed,8
2759,justices,2
2760,defective,3
2761,property,100
2762,prior,10
2763,appealed,4
2764,stated,19
2765,legislation,38
2766,Section,19
2767,defines,8
2768,nuisances,2
2769,primarily,6
2770,envisages,1
2771,system,138
2772,authority,68
2773,power,86
2774,duty,47
2775,try,76
2776,secure,20
2777,constitutes,12
2778,Action,12
2779,initiated,11
2780,service,63
2781,requiring,7
2782,remedial,1
2783,comply,1
2784,complaint,8
2785,magistrates,6
2786,proved,27
2787,defendant,157
2788,Effectively,2
2789,sanctions,9
2790,compel,1
2791,arises,4
2792,99,3
2793,adapts,1
2794,applies,16
2795,provisions,26
2796,wishes,9
2797,Need,1
2798,serve,16
2799,authorities,34
2800,plainly,3
2801,establish,13
2802,Does,35
2803,putting,31
2804,particularly,96
2805,realistically,1
2806,expected,79
2807,inspection,1
2808,practice,40
2809,entitled,35
2810,notification,1
2811,designed,21
2812,interests,61
2813,exist,26
2814,submitted,8
2815,owner,66
2816,purchases,2
2817,responsibility,37
2818,letting,10
2819,knows,45
2820,deteriorate,1
2821,therefore,69
2822,regular,18
2823,constitute,9
2824,Warner,2
2825,Lambeth,2
2826,1985,6
2827,15,44
2828,HLR,1
2829,45,10
2830,50,26
2831,Glidewell,1
2832,failure,28
2833,abate,1
2834,giving,38
2835,Therefore,7
2836,correct,27
2837,conclusion,15
2838,Lordship,1
2839,reached,39
2840,enthusiasm,5
2841,criminal,247
2842,launched,12
2843,agreed,22
2844,reluctance,5
2845,repugnant,2
2846,activity,53
2847,prosecuted,10
2848,consequences,29
2849,neglect,4
2850,repair,9
2851,commence,1
2852,conceivable,1
2853,Endless,3
2854,trouble,48
2855,courts,60
2856,offices,4
2857,saved,13
2858,react,7
2859,fresh,33
2860,enacting,1
2861,provision,22
2862,placing,14
2863,obligation,8
2864,permitted,9
2865,Appearances,1
2866,Cherryman,1
2867,QC,5
2868,instructed,4
2869,Sherwood,2
2870,Co,29
2871,Norman,10
2872,Michael,32
2873,Arnold,2
2874,Oldbury,1
2875,Shiranikha,1
2876,Herbert,1
2877,barrister,1
2878,Radford,1
2879,hypocrites,5
2880,brick,4
2881,praise,6
2882,PERHAPS,1
2883,hypocrisy,5
2884,tend,54
2885,admire,7
2886,hold,53
2887,blame,17
2888,found,274
2889,After,65
2890,tainted,3
2891,begin,27
2892,enjoy,17
2893,National,56
2894,Service,16
2895,safe,28
2896,deplores,1
2897,apartheid,1
2898,hospital,43
2899,Pretoria,1
2900,shooting,6
2901,quietly,6
2902,forgotten,18
2903,admittedly,1
2904,refreshing,2
2905,meet,61
2906,occasional,8
2907,politician,2
2908,Frankly,2
2909,Tim,9
2910,cocked,2
2911,Antipodean,1
2912,politico,1
2913,dog,30
2914,breakfast,19
2915,Actually,10
2916,politicians,22
2917,frank,3
2918,honest,14
2919,somebody,23
2920,forthright,1
2921,thinks,39
2922,impelled,2
2923,grades,1
2924,judo,1
2925,belts,3
2926,murmur,2
2927,keep,90
2928,greases,1
2929,wheels,5
2930,intercourse,1
2931,stops,7
2932,history,81
2933,Roman,12
2934,Emperors,1
2935,slippery,3
2936,anyone,57
2937,gives,35
2938,credit,19
2939,One,130
2940,edict,1
2941,promiscuous,2
2942,kissing,2
2943,Year,15
2944,Day,12
2945,complained,8
2946,cost,64
2947,mullet,3
2948,wild,14
2949,housekeeping,6
2950,Imperial,1
2951,Rome,7
2952,leftover,2
2953,banquet,3
2954,showed,33
2955,excessive,9
2956,courtesy,5
2957,House,78
2958,Senate,1
2959,hope,59
2960,forgive,5
2961,trespass,51
2962,rights,61
2963,senator,1
2964,speaking,22
2965,Emperor,2
2966,Tiberius,2
2967,unspeakable,2
2968,bounders,1
2969,Since,33
2970,newspaper,20
2971,shrinks,1
2972,recounting,1
2973,bounded,2
2974,Capri,2
2975,cheap,21
2976,warned,21
2977,flee,1
2978,report,77
2979,police,222
2980,arrive,7
2981,offering,10
2982,sweets,2
2983,historian,10
2984,Edward,6
2985,Gibbon,1
2986,Decline,1
2987,Fall,1
2988,Empire,4
2989,reported,35
2990,disgusting,4
2991,activities,47
2992,decent,11
2993,obscurity,2
2994,learned,20
2995,meant,50
2996,Latin,5
2997,fundamental,15
2998,fundamentalists,4
2999,frightened,7
3000,telling,21
3001,Furthermore,19
3002,everybody,16
3003,talking,45
3004,double,32
3005,misunderstandings,1
3006,occur,49
3007,reshape,1
3008,society,163
3009,top,118
3010,properly,23
3011,deal,81
3012,aggravated,1
3013,assault,15
3014,execrate,2
3015,decide,33
3016,useless,8
3017,clown,2
3018,chairmanship,1
3019,quango,1
3020,chaps,7
3021,Athenaeum,1
3022,hand,102
3023,directorships,1
